LakeID,Lake_Name,Sample_Date,Info_Type,Ammonia_mg.L,Calcium_mg.L,Extracted_Chl_ug.L,Secchi_Depth_m,TN_mg.L,TDN_mg.L,pH,TP_mg.L,Conductance_umho.cm,Temperature_Water_C,True_Color_PTU
0703CAZ0153,Cazenovia Lake,08/13/1990,OW,,,6.93,3.275,,,8.48,0.011,288,22,4
0703CAZ0153,Cazenovia Lake,08/27/1990,OW,,,5.31,5.05,,,7.95,0.016,293,22,5
0703CAZ0153,Cazenovia Lake,09/10/1990,OW,,,8.28,5.05,,,7.62,0.009,297,20,5
0703CAZ0153,Cazenovia Lake,06/21/1991,OW,,,3.29,5.64,,,8.49,0.008,298,23,4
0703CAZ0153,Cazenovia Lake,07/07/1991,OW,,,1.96,4.74,,,8.48,0.01,290,23,4
0703CAZ0153,Cazenovia Lake,08/02/1991,OW,,,5.77,3.43,,,8.45,0.008,278,22,5
0703CAZ0153,Cazenovia Lake,08/24/1991,OW,,,1.5,6.23,,,8.46,0.009,275,22,4
0703CAZ0153,Cazenovia Lake,09/06/1991,OW,,,2.44,7.36,,,8.39,0.012,218,21,7
0703CAZ0153,Cazenovia Lake,09/14/1991,OW,,,2.65,6.05,,,8.42,0.008,227,20,7
0703CAZ0153,Cazenovia Lake,09/22/1991,OW,,,5.58,4.89,,,8.36,0.009,255,17,6
0703CAZ0153,Cazenovia Lake,06/21/1992,OW,,,3.19,4.22,,,8.42,0.013,288,17,5
0703CAZ0153,Cazenovia Lake,07/07/1992,OW,,,3.08,5.61,,,8.53,0.009,285,20,7
0703CAZ0153,Cazenovia Lake,07/24/1992,OW,,,5.18,3.09,,,8.5,0.013,279,20,4
0703CAZ0153,Cazenovia Lake,08/09/1992,OW,,,,2.65,,,8.45,0.014,279,20,5
0703CAZ0153,Cazenovia Lake,08/22/1992,OW,,,3.05,3.83,,,8.45,0.007,278,20,4
0703CAZ0153,Cazenovia Lake,09/07/1992,OW,,,6.8,3.46,,,8.5,0.013,279,18,4
0703CAZ0153,Cazenovia Lake,09/27/1992,OW,,,7.79,3.96,,,8.51,0.02,282,17,9
0703CAZ0153,Cazenovia Lake,06/18/1993,OW,,,3.14,,,,8.37,0.016,295,,8
0703CAZ0153,Cazenovia Lake,06/27/1993,OW,,,2.64,5.45,,,8.43,0.017,292,20,3
0703CAZ0153,Cazenovia Lake,07/09/1993,OW,,,1.52,5.35,,,8.33,0.008,286,,3
0703CAZ0153,Cazenovia Lake,07/09/1993,BS,,,,,,,,0.12,,26,
0703CAZ0153,Cazenovia Lake,07/25/1993,OW,,,2.72,4.165,,,8.46,0.009,272,22,2
0703CAZ0153,Cazenovia Lake,08/08/1993,OW,,,4.59,4.115,,,8.4,0.009,277,22,4
0703CAZ0153,Cazenovia Lake,08/08/1993,BS,,,,,,,,0.21,,12,
0703CAZ0153,Cazenovia Lake,08/22/1993,OW,,,3.67,3.99,,,8.43,0.009,271,21,3
0703CAZ0153,Cazenovia Lake,09/06/1993,OW,,,4.52,3.525,,,8.44,0.008,266,,3
0703CAZ0153,Cazenovia Lake,09/06/1993,BS,,,,,,,,0.42,,,
0703CAZ0153,Cazenovia Lake,09/19/1993,OW,,,3.98,5.82,,,8.47,0.01,273,19,6
0703CAZ0153,Cazenovia Lake,09/19/1993,BS,,,,,,,,0.3,,,
0703CAZ0153,Cazenovia Lake,06/18/1994,OW,,,2.2,5.93,,,8.35,0.005,292,26,3
0703CAZ0153,Cazenovia Lake,07/08/1994,OW,,,3.26,3.87,,,8.42,0.009,283,26,2
0703CAZ0153,Cazenovia Lake,07/23/1994,OW,,,3.76,1.825,,,8.31,0.011,272,24,2
0703CAZ0153,Cazenovia Lake,08/06/1994,OW,,,4.18,2.8,,,8.36,0.012,266,23,4
0703CAZ0153,Cazenovia Lake,09/05/1994,OW,,,4.44,3.505,,,8.25,0.014,261,19,6
0703CAZ0153,Cazenovia Lake,09/17/1994,OW,,,11.9,2.635,,,8.33,0.018,265,18,2
0703CAZ0153,Cazenovia Lake,09/17/1994,BS,,,,,,,,0.38,,13,
0703CAZ0153,Cazenovia Lake,07/03/1995,OW,,,3.36,5.75,,,8.34,0.011,293,20,5
0703CAZ0153,Cazenovia Lake,07/17/1995,OW,,,2.39,3,,,8.39,0.011,279,25,1
0703CAZ0153,Cazenovia Lake,08/02/1995,OW,,,1.84,5.75,,,8.32,0.009,272,24,1
0703CAZ0153,Cazenovia Lake,08/23/1995,OW,,,4.87,4.75,,,8.44,0.008,264,26,5
0703CAZ0153,Cazenovia Lake,09/13/1995,OW,,,7.43,4.625,,,8.22,0.013,272,22,5
0703CAZ0153,Cazenovia Lake,06/27/1996,OW,,,0.64,5.5,,,8.18,0.007,286,21,5
0703CAZ0153,Cazenovia Lake,07/24/1996,OW,,,1.8,4.125,,,8.35,0.012,278,24,5
0703CAZ0153,Cazenovia Lake,08/08/1996,OW,,,1.6,5.375,,,8.45,0.01,280,27,1
0703CAZ0153,Cazenovia Lake,07/21/1997,OW,,,2.26,8,,,8.3,0.017,288,22,5
0703CAZ0153,Cazenovia Lake,09/08/1997,OW,,,2.26,6,,,8.22,0.015,285,20,4
0703CAZ0153,Cazenovia Lake,07/21/1998,OW,,,1.41,6.5,,,8.45,,277,24,2
0703CAZ0153,Cazenovia Lake,08/04/1998,OW,,,,,,,,,,24,
0703CAZ0153,Cazenovia Lake,08/04/1998,BS,,,,,,,,,,14,
0703CAZ0153,Cazenovia Lake,08/20/1998,OW,,,1.8,,,,8.1,0.011,271,,3
0703CAZ0153,Cazenovia Lake,08/20/1998,OW,,,,8,,,,0.012,,23,
0703CAZ0153,Cazenovia Lake,09/29/1998,OW,,,2.59,2.43,,,8.14,0.01,271,19,5
0703CAZ0153,Cazenovia Lake,09/29/1998,BS,,,,,,,,0.36,,,
0703CAZ0153,Cazenovia Lake,10/26/1998,OW,,,,9,,,,,,13,
0703CAZ0153,Cazenovia Lake,10/26/1998,BS,,,,,,,7.69,,274,12,
0703CAZ0153,Cazenovia Lake,07/08/1999,OW,,,2.04,6,,,8.4,0.01,270,24,6
0703CAZ0153,Cazenovia Lake,08/08/1999,OW,,,1,7,,,8.23,0.008,270,24,4
0703CAZ0153,Cazenovia Lake,09/12/1999,OW,,,1.13,7,,,8.15,0.006,270,22,6
0703CAZ0153,Cazenovia Lake,10/10/1999,OW,,,2.12,6.5,,,8.15,0.014,276,15,6
0703CAZ0153,Cazenovia Lake,07/02/2000,OW,,,0.5,2.75,,,8.35,0.008,295,24,7
0703CAZ0153,Cazenovia Lake,07/25/2000,OW,,,1.78,4.5,,,8.09,0.013,286,23,8
0703CAZ0153,Cazenovia Lake,09/11/2000,OW,,,2,,,,8.34,0.011,287,21,7
0703CAZ0153,Cazenovia Lake,10/15/2000,OW,,,1.62,,,,8.19,0.015,289,15,7
0703CAZ0153,Cazenovia Lake,07/31/2001,OW,,,1.55,5.75,,,8.64,0.009,288,25.55555556,5
0703CAZ0153,Cazenovia Lake,09/16/2001,OW,,,2.24,5.875,,,8.04,0.013,284,21.11111111,6
0703CAZ0153,Cazenovia Lake,07/15/2002,BS,0.027,,,,0.383,,,0.01062,,26,
0703CAZ0153,Cazenovia Lake,07/15/2002,OW,0.005,,1.5,5,0.387,,8.49,0.00747,302,24,6
0703CAZ0153,Cazenovia Lake,08/24/2002,BS,0.015,,,,0.426,,,,,,
0703CAZ0153,Cazenovia Lake,08/24/2002,OW,0.005,,6.6,,0.487,,6.65,,292,24,10
0703CAZ0153,Cazenovia Lake,07/13/2004,OW,0.0261,,2,,1.4866,,6.55,0.0091,257,,13
0703CAZ0153,Cazenovia Lake,07/13/2004,BS,0.0219,,,,1.4775,,,0.0125,,,
0703CAZ0153,Cazenovia Lake,07/13/2004,BS,0.005,,,,1.2277,,,0.0139,,,
0703CAZ0153,Cazenovia Lake,07/13/2004,OW,0.005,39.3,1.8,,0.1809,,6.76,0.0142,263,,41
0703CAZ0153,Cazenovia Lake,08/24/2004,OW,0.0173,,0.8,5.487804878,0.283,,7.33,0.0146,233,,27
0703CAZ0153,Cazenovia Lake,08/24/2004,BS,,,,,,,,0.0112,,,
0703CAZ0153,Cazenovia Lake,08/24/2004,BS,0.0223,,,,0.623,,,0.0129,,,
0703CAZ0153,Cazenovia Lake,08/24/2004,OW,0.005,,0.4,,0.7182,,7.35,0.0124,221,,44
0703CAZ0153,Cazenovia Lake,09/25/2004,OW,0.0175,,10.2,4.420731707,0.3976,,7.85,0.0089,176,,6
0703CAZ0153,Cazenovia Lake,09/25/2004,BS,0.1718,,,,0.8197,,,0.0079,,,
0703CAZ0153,Cazenovia Lake,09/25/2004,BS,0.026,,,,0.7163,,,0.0112,,,
0703CAZ0153,Cazenovia Lake,09/25/2004,OW,0.005,,4.4,,0.1037,,7.76,0.0085,210,,3
0703CAZ0153,Cazenovia Lake,07/20/2005,BS,,,,,,,,0.0136,,,
0703CAZ0153,Cazenovia Lake,07/20/2005,OW,0.049,33.4,1,5.335365854,0.667,,7.17,0.0136,253.7,27.2,30
0703CAZ0153,Cazenovia Lake,08/09/2005,BS,,,,,,,,0.0109,,,
0703CAZ0153,Cazenovia Lake,08/09/2005,OW,0.134,,1,3.3,0.763,,7.4,0.0139,213.4,27.2,17
0703CAZ0153,Cazenovia Lake,08/24/2005,OW,0.012,,1.5,4.125,0.275,,7.59,0.0103,177.3,25,22
0703CAZ0153,Cazenovia Lake,09/07/2005,BS,,,,,,,,0.1486,,15.5,
0703CAZ0153,Cazenovia Lake,09/07/2005,OW,0.005,,0.9,5.125,0.077,,7.87,0.0136,244.1,25.5,7
0703CAZ0153,Cazenovia Lake,09/19/2005,BS,,,,,,,,0.0215,,16.1,
0703CAZ0153,Cazenovia Lake,09/19/2005,OW,0.005,30.5,0.8,7.25,0.177,,7.64,0.0129,226.8,25.5,7
0703CAZ0153,Cazenovia Lake,07/05/2006,BS,,,,,,,,0.0137,,,
0703CAZ0153,Cazenovia Lake,07/05/2006,OW,0.02484,,1.07,6.65,0.45146,,7.42,0.0262,217,23.9,30
0703CAZ0153,Cazenovia Lake,07/25/2006,BS,,,,,,,,0.0187,,15.5,
0703CAZ0153,Cazenovia Lake,07/25/2006,OW,0.02353,,2.45,6.75,0.52256,,7.16,0.0115,227.3,26.7,21
0703CAZ0153,Cazenovia Lake,08/09/2006,BS,,,,,,,,0.1849,,14.4,
0703CAZ0153,Cazenovia Lake,08/09/2006,OW,0.006,,4.34,4.125,0.6004,,8.09,0.0111,252.4,26.1,8
0703CAZ0153,Cazenovia Lake,08/23/2006,BS,,,,,,,,0.0621,,,
0703CAZ0153,Cazenovia Lake,08/23/2006,OW,0.04714,,1.92,5.75,0.81919,,7.44,0.0105,235.6,23.3,56
0703CAZ0153,Cazenovia Lake,09/06/2006,BS,,,,,,,,0.1836,,14.4,
0703CAZ0153,Cazenovia Lake,09/06/2006,OW,0.19349,36.91,3.14,5.625,0.48161,,7.25,0.0155,166.3,21.7,11
0703CAZ0153,Cazenovia Lake,07/09/2007,BS,,,,,,,,0.0089,,,
0703CAZ0153,Cazenovia Lake,07/09/2007,OW,0.02052,32.43,2.7,5.75,0.44463,,7.26,0.0124,227.1,,48
0703CAZ0153,Cazenovia Lake,08/01/2007,BS,,,,,,,,0.0122,,16.7,
0703CAZ0153,Cazenovia Lake,08/01/2007,OW,0.01058,,0.21,3.25,0.74903,,7.96,0.0074,192.9,26.7,33
0703CAZ0153,Cazenovia Lake,08/19/2007,BS,,,,,,,,0.0915,,,
0703CAZ0153,Cazenovia Lake,08/19/2007,OW,0.006,,0.39,6.75,0.32771,,7.63,0.0122,197.2,23,48
0703CAZ0153,Cazenovia Lake,09/30/2007,BS,,,,,,,,0.1942,,,
0703CAZ0153,Cazenovia Lake,09/30/2007,OW,0.08894,,2.8,8.5,0.33547,,7.66,0.0155,200.1,20,23
0703CAZ0153,Cazenovia Lake,08/27/2008,BS,,,,,,,,0.3514,,14.4,
0703CAZ0153,Cazenovia Lake,08/27/2008,OW,0.002,28.36,3.02,4.625,0.274727,,7.41,0.012,230.8,22.8,24
0703CAZ0153,Cazenovia Lake,09/08/2008,BS,,,,,,,,0.0629,,16.1,
0703CAZ0153,Cazenovia Lake,09/08/2008,OW,0.02663,,4.39,5.25,0.337735,,8.79,0.0135,205.8,22.5,6
0703CAZ0153,Cazenovia Lake,09/17/2008,BS,,,,,,,,0.3111,,12.8,
0703CAZ0153,Cazenovia Lake,09/17/2008,OW,0.09794,,4.04,5.64,0.480539,,7.21,0.0144,209.3,21.1,14
0703CAZ0153,Cazenovia Lake,09/24/2008,BS,,,,,,,,0.0184,,18.9,
0703CAZ0153,Cazenovia Lake,09/24/2008,OW,0.01006,,5.83,5.03,0.306031,,8.05,0.0136,204.1,21.1,24
0703CAZ0153,Cazenovia Lake,10/10/2008,BS,,,,,,,,0.1536,,,
0703CAZ0153,Cazenovia Lake,10/10/2008,OW,0.02077,29.98,6.83,4.55,0.381621,,7.09,0.0152,211.5,17.8,24
0703CAZ0153,Cazenovia Lake,10/21/2009,OW,0.038,,2.4,,,,7.86,0.024,211,,11
0703CAZ0153,Cazenovia Lake,10/21/2009,BS,,,,,,,,0.0423,,,
0703CAZ0153,Cazenovia Lake,06/11/2011,OW,0.128,37.7,3.3,4.79,0.29,,7.25,0.0112,257.6,22.2,38
0703CAZ0153,Cazenovia Lake,06/11/2011,BS,0.036,,,,,,,0.0088,,,
0703CAZ0153,Cazenovia Lake,06/25/2011,OW,0.031,,2.6,5.75,0.355,,7.5,0.0177,275.5,22.2,39
0703CAZ0153,Cazenovia Lake,07/10/2011,BS,0.021,,,,,,,0.0104,,23.3,
0703CAZ0153,Cazenovia Lake,07/10/2011,OW,0.024,,2.8,6.65,0.481,,8.52,0.014,292.9,26.1,20
0703CAZ0153,Cazenovia Lake,07/24/2011,OW,0.024,,2.1,5.14,0.416,,7.77,0.0113,266.4,27.8,34
0703CAZ0153,Cazenovia Lake,08/08/2011,OW,0.029,31.2,3.8,3.83,0.51,,7.48,0.0141,261.4,,24
0703CAZ0153,Cazenovia Lake,08/08/2011,BS,0.029,,,,,,,0.0111,,,
0703CAZ0153,Cazenovia Lake,08/29/2011,OW,0.044,,2.5,4.915,0.379,,7.27,0.0153,263.4,22.2,4
0703CAZ0153,Cazenovia Lake,09/22/2011,OW,0.032,,4.9,4.85,0.516,,7.8,0.0224,238.6,,29
0703CAZ0153,Cazenovia Lake,09/22/2011,BS,0.039,,,,,,,0.0482,,,
0703CAZ0153,Cazenovia Lake,10/10/2011,OW,0.018,,3.6,4.825,0.435,,7.46,0.0172,209.4,20,30
0703CAZ0153,Cazenovia Lake,06/25/2012,BS,0.038,,,,,,,0.0163,,,
0703CAZ0153,Cazenovia Lake,06/25/2012,OW,0.039,37.1,1.9,5.125,0.433,,7.4,0.0176,152.9,23.3,34
0703CAZ0153,Cazenovia Lake,07/08/2012,OW,0.005,,1.4,5.83,0.342,,7.5,0.013,258.9,24.4,30
0703CAZ0153,Cazenovia Lake,07/08/2012,BS,0,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,08/06/2012,OW,0.005,,2.9,4.075,0.366,,7.73,0.0178,166.1,25.5,41
0703CAZ0153,Cazenovia Lake,08/06/2012,BS,0.005,,,,,,,0.0189,,,
0703CAZ0153,Cazenovia Lake,08/20/2012,OW,0.011,,7.6,3.275,0.516,,7.59,0.023,264.8,23.3,8
0703CAZ0153,Cazenovia Lake,08/20/2012,BS,0,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,09/07/2012,BS,0.069252,,,,,,,0.0483,,,
0703CAZ0153,Cazenovia Lake,09/07/2012,OW,0.039044,33.9,,1.62,0.578,,7.57,0.027,244.5,23.3,
0703CAZ0153,Cazenovia Lake,09/07/2012,SB,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,09/07/2012,RT,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,09/23/2012,OW,0.079,,,4.9,0.58,,7.3,0.0244,261.6,17.8,
0703CAZ0153,Cazenovia Lake,09/23/2012,BS,0,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,09/30/2012,BS,0.013,,,,,,,0.0237,,,
0703CAZ0153,Cazenovia Lake,09/30/2012,OW,0.005,,9.3,3.9,0.462,,7.63,0.0247,237.9,16.7,9
0703CAZ0153,Cazenovia Lake,09/30/2012,SB,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,09/30/2012,RT,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,10/12/2012,RT,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,10/13/2012,BS,0,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,10/13/2012,OW,0.036488,,7.7,2.9,0.502,,6.88,0.0304,182.6,13.3,4
0703CAZ0153,Cazenovia Lake,07/09/2013,BS,0.071,,,,,,,0.025,,14.4,
0703CAZ0153,Cazenovia Lake,07/09/2013,OW,0.021,,2.4,4.675,0.222,,7.84,0.0149,251.1,26,25
0703CAZ0153,Cazenovia Lake,07/15/2013,OW,0,,1.5,4.125,,,8.07,0.0421,273.8,27.8,20
0703CAZ0153,Cazenovia Lake,07/15/2013,BS,0,,,,,,,,,17.48,
0703CAZ0153,Cazenovia Lake,07/15/2013,SB,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,07/21/2013,OW,0.025,,1.3,4.375,0.22,,8.13,0.0171,252.8,27.8,32
0703CAZ0153,Cazenovia Lake,07/21/2013,BS,0.271,,,,,,,0.0867,,14.4,
0703CAZ0153,Cazenovia Lake,07/21/2013,SB,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,07/29/2013,OW,0,,,3.125,0.420446,,7.91,0.0162,261.9,25.56,30
0703CAZ0153,Cazenovia Lake,07/29/2013,BS,0,,,,,,,,,14.44,
0703CAZ0153,Cazenovia Lake,07/29/2013,SB,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,08/13/2013,BS,0.348,,,,,,,0.1614,,13.33,
0703CAZ0153,Cazenovia Lake,08/13/2013,OW,0.032,,1.4,,0.521,,8.17,0.0255,265.2,,31
0703CAZ0153,Cazenovia Lake,08/13/2013,SB,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,08/19/2013,OW,0,,4.6,3,0.526741,,7.79,0.0164,267.4,23.89,30
0703CAZ0153,Cazenovia Lake,08/19/2013,BS,0,,,,,,,,,13.3,
0703CAZ0153,Cazenovia Lake,08/19/2013,SB,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,08/27/2013,OW,0.029,,1.8,3.13,0.498,,7.96,0.0175,263.1,23.89,31
0703CAZ0153,Cazenovia Lake,08/27/2013,BS,0.143,,,,,,,0.0729,,13.89,
0703CAZ0153,Cazenovia Lake,08/27/2013,SB,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,08/27/2013,SB,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,09/22/2013,OW,0,,4.3,3.625,0.338906,,7.99,0.0404,244.5,15.56,29
0703CAZ0153,Cazenovia Lake,09/22/2013,BS,0,,,,,,,,,13.33,
0703CAZ0153,Cazenovia Lake,09/23/2013,SB,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,06/18/2014,OW,0.038,,1.7,7,0.354,,7.22,0.0116,266.6,20,7
0703CAZ0153,Cazenovia Lake,06/18/2014,BS,0.031,,,,,,,0.012,,12.2,
0703CAZ0153,Cazenovia Lake,06/18/2014,SB,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,07/01/2014,BS,0,,,,,,,0.0157,,14.4,
0703CAZ0153,Cazenovia Lake,07/01/2014,OW,0,,6.1,4.8,0.479,,7.2,0.0157,270.1,21.1,7
0703CAZ0153,Cazenovia Lake,07/01/2014,SB,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,07/15/2014,OW,0,,3.1,4.38,0.318,,7.58,0.014,271.7,21,7
0703CAZ0153,Cazenovia Lake,07/15/2014,SB,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,07/15/2014,BS,0.05,,,,,,,0.0133,,,
0703CAZ0153,Cazenovia Lake,07/24/2014,OW,0,,1.5,4.63,0.432,,7.55,0.0145,253,22.8,7
0703CAZ0153,Cazenovia Lake,07/24/2014,BS,0,,,,,,,0.0162,,16.7,
0703CAZ0153,Cazenovia Lake,08/08/2014,BS,0.022,,,,,,,0.0129,,17.78,
0703CAZ0153,Cazenovia Lake,08/08/2014,OW,0.039,,3.6,5,0.35,,8.08,0.0129,270.8,21.1,7
0703CAZ0153,Cazenovia Lake,08/08/2014,SB,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,08/25/2014,BS,0,,,,,,,0.0988,,13.33,
0703CAZ0153,Cazenovia Lake,08/25/2014,OW,0,,3.2,5.25,0.319,,7.5,0.0106,273,21.11,7
0703CAZ0153,Cazenovia Lake,08/27/2014,SB,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,08/27/2014,SB,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,09/02/2014,OW,,,,4.375,,,,,,,
0703CAZ0153,Cazenovia Lake,09/02/2014,SB,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,09/21/2014,BS,0,,,,,,,0.0431,,13.3,
0703CAZ0153,Cazenovia Lake,09/21/2014,OW,0,,3.7,5,0.34,,7.35,0.0146,261.1,16.67,7
0703CAZ0153,Cazenovia Lake,09/21/2014,SB,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,09/29/2014,SB,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,09/29/2014,SB,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,06/22/2015,SB,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,07/13/2015,OW,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,06/15/2016,RT,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,06/16/2016,SB,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,06/16/2016,SB,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,06/16/2016,SB,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,06/16/2016,SB,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,06/16/2016,SB,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,06/23/2016,SB,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,06/23/2016,OW,0.043,,1.5,4.85,0.435,,8.04,0.0141,140.4,23,16
0703CAZ0153,Cazenovia Lake,06/23/2016,BS,0.043,,,,,,,0.0226,,10,
0703CAZ0153,Cazenovia Lake,07/03/2016,OW,,,1.3,4.9,0.245,,8.12,0.0206,278.8,21,17
0703CAZ0153,Cazenovia Lake,07/03/2016,SB,,,,,,,,,,,
0703CAZ0153,Cazenovia Lake,07/03/2016,BS,,,,,,,,0.0286,,11,
0703CAZ0153,Cazenovia Lake,07/15/2016,OW,0.033,,1.4,4.15,0.179,,7.8,0.017,254.5,23,18
0703CAZ0153,Cazenovia Lake,07/15/2016,BS,0.032,,,,,,,0.0177,,15,
0703CAZ0153,Cazenovia Lake,07/24/2016,OW,,,0.9,3.65,0.204,,7.49,0.0145,263,25,14
0703CAZ0153,Cazenovia Lake,07/24/2016,BS,,,,,,,,0.0206,,15,
0703CAZ0153,Cazenovia Lake,08/03/2016,OW,0.053,,2.1,4.15,0.424,,7.89,0.0131,259.9,25,12
0703CAZ0153,Cazenovia Lake,08/03/2016,BS,0.054,,,,,,,0.0305,,14,
0703CAZ0153,Cazenovia Lake,08/28/2016,OW,,,4,3.8,0.256,,7.17,0.0184,252.2,25,17
0703CAZ0153,Cazenovia Lake,08/28/2016,BS,,,,,,,,0.0269,,18,
0703CAZ0153,Cazenovia Lake,09/05/2016,OW,0.0075,,3.2,3.8,0.416,,7.08,0.0211,241.4,24,16
0703CAZ0153,Cazenovia Lake,09/05/2016,BS,0.0075,,,,,,,0.0363,,17,
0703CAZ0153,Cazenovia Lake,09/22/2016,OW,,,3.7,3.3,0.391,,8.06,0.0179,255.4,23,13
0703CAZ0153,Cazenovia Lake,09/22/2016,BS,,,,,,,,0.1646,,14,
0703CAZ0153,Cazenovia Lake,06/21/2017,OW,0.0025,35,1.9,4.5,0.392,,7.71,0.0165,283.2,21,6
0703CAZ0153,Cazenovia Lake,06/21/2017,BS,0.0025,,,,,,,0.0171,,18,
0703CAZ0153,Cazenovia Lake,06/28/2017,OW,0.039,,1.7,4.5,0.353,,7.44,0.0241,270.9,21,5
0703CAZ0153,Cazenovia Lake,06/28/2017,BS,0.06,,,,,,,0.0148,,14,
0703CAZ0153,Cazenovia Lake,07/09/2017,OW,0.024,,1.4,4.5,0.404,,7.8,0.0152,260.9,23,5
